show_id,show_type_id,title,country,date_added,release_year,rating,description,duration_minutes,duration_seasons
7092,1,Invictus,United States,"November 1, 2019",2009,PG-13,"After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa.",134.0,
7093,1,Invisible Essence: The Little Prince,Canada,"January 14, 2019",2018,TV-PG,"Artists and writers delve into the heart of Antoine de Saint-Exupéry's timeless fable, which captured the imagination of children and adults worldwide.",91.0,
7094,1,Inxeba,"South Africa, Germany, Netherlands, France","February 1, 2018",2017,TV-MA,"At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret.",88.0,
7095,1,Iqbal,India,"March 1, 2018",2006,TV-Y7,A boy with a hearing and speech impairment – and extraordinary athletic ability – chases his lifelong dream of playing cricket for India.,127.0,
7096,1,Irada Pakka,India,"March 15, 2018",2010,TV-14,"Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path.",137.0,
7097,1,Iron Cowboy: The Story of the 50.50.50,United States,"July 19, 2019",2018,TV-14,"A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states.",77.0,
7098,1,Iron Man & Captain America: Heroes United,United States,"October 12, 2014",2014,PG,"While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together.",71.0,
7099,2,Iron Man: Armored Adventures,"Canada, United States, United Kingdom, France, Luxembourg","August 1, 2020",2011,TV-Y7,Teen phenom Tony Stark takes to the skies with an ingeniously engineered suit of armor to learn the truth about his father's mysterious death.,,2.0
7100,1,Ishqedarriyaan,India,"March 1, 2018",2015,TV-14,A young millionaire is willing to do anything to make the schoolteacher he loves happy. Even if it means helping her marry someone else.,130.0,
7101,2,Islands of the Future,United Kingdom,"March 1, 2017",2014,TV-PG,"Amid rising oil and gas prices and dwindling resources, tiny islands off the coast of Europe are rethinking the future of energy.",,
7102,2,마녀사냥,South Korea,"February 19, 2018",2015,TV-MA,"Four Korean celebrity men and guest stars of both genders discuss women, sex and relationships – to an unprecedented degree of openness.",,
7103,1,Issaq,India,"March 1, 2018",2013,TV-MA,Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.,140.0,
7104,1,It Takes Two,United States,"November 20, 2019",1995,PG,"The Olsen twins put a cute new spin on Mark Twain's classic tale ""The Prince and the Pauper,"" playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa.",101.0,
7105,1,It's Fine,,"May 3, 2019",2012,TV-14,"When a beautiful belly-dancer moves into their apartment building, a group of unhappily married men strives to get her attention.",101.0,
7106,1,It's Now or Never,Spain,"March 1, 2016",2015,TV-MA,"When Eva and Alex decide to wed in England, where they met three years earlier, obstacles including a labor strike and a volcano keep them apart.",91.0,
7107,1,"It's Okay, Buddy",Egypt,"June 6, 2019",2017,TV-14,Two down-on-their-luck singers set out to marry wealthy women – but not everyone is happy to have them climb the social ladder.,84.0,
7108,1,Iverson,United States,"April 1, 2016",2014,NR,"This unfiltered documentary follows the rocky life and stratospheric career of Allen Iverson, an NBA icon who left an indelible mark on the sport.",88.0,
7109,1,최강전사 미니특공대 : 영웅의 탄생,,"September 1, 2018",2018,TV-Y7,"Miniforce, a special task force of elite rangers, takes on the Lizard Army to save Earth before it’s too late, in this prequel to the TV series.",68.0,
7110,1,Jaan-E-Mann: Let's Fall in Love... Again,India,"December 31, 2019",2006,TV-14,"To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her.",163.0,
7111,1,Jack and the Cuckoo-Clock Heart,"France, Belgium","February 8, 2017",2013,PG,"Equipped with a mechanical heart and determined to stay out of death's shadow, young Jack understands that love could prove fatal.",93.0,
7112,1,Jack of all Trades,Canada,"July 16, 2019",2018,TV-MA,"Once upon a time, baseball cards were as much an American pastime as the sport. But then scandal rocked the multi-million-dollar industry for good.",86.0,
7113,2,Jack Taylor,"United States, Ireland","March 31, 2013",2016,TV-MA,Ken Bruen's bestselling crime novels leap to life in this series of TV movies featuring Irish cop-turned-private-investigator Jack Taylor.,,
7114,1,Jackie Brown,United States,"August 1, 2019",1997,R,"When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough.",154.0,
7115,1,Jackpot,Vietnam,"October 6, 2018",2015,TV-14,A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.,92.0,
7116,1,Jail,India,"December 31, 2019",2009,TV-14,"Incarcerated for a crime he didn’t commit, a young man must navigate the crowded, cut-throat environment of prison as he awaits trial.",132.0,
7117,1,Jake's Buccaneer Blast,,"August 6, 2017",2014,TV-Y,"Jake, Izzy, Cubby and Skully face off against the scheming Captain Hook in a race to find special treasures hidden all around Never Land.",22.0,
7118,1,Jal,India,"October 15, 2017",2013,TV-14,A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.,132.0,
7119,1,Jalpari: The Desert Mermaid,India,"May 19, 2018",2012,TV-14,"When they travel to their father's ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets.",94.0,
7120,1,Janaan,Pakistan,"September 15, 2017",2016,TV-14,"After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin.",132.0,
7121,2,Japanese Style Originator,Japan,"May 1, 2017",2008,TV-G,"Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today.",,
7122,1,Jay and Silent Bob Strike Back,United States,"January 1, 2019",2001,R,"Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production.",105.0,
7123,1,Jealousy and medicine,Poland,"October 1, 2019",1973,TV-MA,"Tormented by mistrust, a businessman hires a cagey tailor to track his wife's whereabouts with her doctor only to send his mind further down an abyss.",97.0,
7124,2,Jeopardy!,United States,"December 18, 2020",2019,TV-G,"Alex Trebek hosts one of TV's longest-running game shows, where a trio of players buzz in with their knowledge of history, arts, pop culture and more.",,2.0
7125,1,Jeremy Scott: The People's Designer,United States,"April 1, 2016",2015,PG-13,The journey of fashion designer Jeremy Scott from humble roots on a Missouri farm to creative director of Moschino is charted in this documentary.,109.0,
7126,2,Jericho,United States,"August 16, 2017",2008,TV-14,"Jake returns to his Kansas town to collect an inheritance, but a nuclear blast cuts off the outside world and makes him a reluctant leader amid chaos.",,2.0
7127,1,Jersey Boys,United States,"January 1, 2019",2014,R,"Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades.",134.0,
7128,1,Jesus: Countdown to Calvary,"Ireland, United States, France","April 1, 2019",2018,TV-14,Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society.,53.0,
7129,1,Jewel's Catch One,United States,"May 1, 2018",2016,TV-MA,"The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities.",84.0,
7130,2,Jhansi Ki Rani,India,"June 1, 2017",2009,TV-14,"In British-ruled, 19th-century India, a 14-year-old girl trains as a warrior and becomes a devoted crusader in her country's fight for independence.",,
7131,1,Jimi Hendrix,United States,"November 1, 2019",1973,R,"Jimi Hendrix's family, friends, and fellow musicians discuss his life and influence. Hendrix also appears in classic performance footage.",102.0,
7132,2,JingleKids,Russia,"April 1, 2019",2017,TV-Y7,"In a magical wonderland, merry children and their furry friends explore their unique hobbies while making eye-opening discoveries through adventures.",,
7133,1,Jiro Dreams of Sushi,United States,"June 5, 2019",2011,PG,"This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies.",79.0,
7134,1,Jis Desh Men Ganga Behti Hai,,"December 31, 2019",1960,TV-14,"Falling in with a band of outlaws during a holy pilgrimage, a country boy tries to change their violent ways ahead of a showdown with the authorities.",181.0,
7135,1,Joe Cocker: Mad Dog with Soul,United Kingdom,"April 1, 2017",2017,TV-14,"From his star turn at Woodstock to his battles with addiction, this film chronicles the stormy life and unique talent of soulful singer Joe Cocker.",90.0,
7136,1,John & Jane,India,"August 15, 2016",2005,TV-14,Truth and fiction blend in this quasi-documentary about six exhausted workers at a Mumbai call center servicing U.S. customers.,79.0,
7137,1,John Carter,United States,"May 2, 2019",2012,PG-13,"One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos.",133.0,
7138,1,John Day,India,"December 31, 2019",2013,TV-MA,"A bank manager and his wife, still grieving over their daughter who died in a fire, become pawns in a bank heist with ties to corruption and fraud.",125.0,
7139,1,John Mellencamp: Plain Spoken,,"February 1, 2018",2017,TV-MA,Iconic rocker John Mellencamp lights up Chicago in an electrifying live performance featuring old classics and new tracks.,80.0,
7140,1,Jonathan,United States,"April 16, 2019",2018,TV-MA,"Two siblings share a body, each getting it for 12 hours a day. But when one of them breaks the rules, their whole way of life comes crashing down.",101.0,
7141,2,Jonathan Strange & Mr Norrell,United Kingdom,"August 25, 2016",2015,TV-14,"In 1806, ambitious magician Norrell leads a revival of practical magic in England and ignites a fierce rivalry with bold young conjurer Strange.",,
7142,1,Jora 10 Numbaria,India,"January 1, 2018",2017,TV-MA,"The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster.",135.0,
7143,2,Juana Brava,Chile,"March 20, 2017",2015,TV-MA,"After many years away, a woman returns to her hometown, where her mayor father presides over a corrupt, lawless and rundown municipality.",,
